maintenance_id,machine_id,maintenance_date,maintenance_type,cost
706,397,2025-12-29,清潔消毒,504
671,73,2025-12-29,零件更換,4162
634,222,2025-12-30,故障維修,2136
2235,272,2025-12-30,清潔消毒,1007
1263,135,2025-12-30,零件更換,3883
1671,167,2025-12-30,零件更換,7180
1548,228,2025-12-30,故障維修,5447
1486,161,2025-12-31,清潔消毒,496
503,135,2026-01-01,定期保養,1297
1058,174,2026-01-01,零件更換,3868
2448,84,2026-01-01,定期保養,1727
1161,331,2026-01-02,故障維修,2275
922,205,2026-01-03,故障維修,5684
1474,176,2026-01-04,定期保養,1486
1245,307,2026-01-05,清潔消毒,533
1471,234,2026-01-05,定期保養,909
753,258,2026-01-05,零件更換,6921
1119,116,2026-01-05,定期保養,1219
223,40,2026-01-05,故障維修,3110
1025,382,2026-01-06,性能檢測,792
1199,303,2026-01-06,零件更換,2591
2254,333,2026-01-07,故障維修,5931
1227,173,2026-01-07,零件更換,6233
1192,238,2026-01-07,零件更換,4523
2114,359,2026-01-07,定期保養,810
1283,231,2026-01-08,定期保養,1029
2442,226,2026-01-08,定期保養,1348
624,205,2026-01-09,定期保養,1142
425,24,2026-01-09,性能檢測,750
1591,282,2026-01-09,性能檢測,448
670,124,2026-01-09,定期保養,1379
2311,211,2026-01-10,清潔消毒,326
1019,369,2026-01-10,零件更換,5340
1609,100,2026-01-10,故障維修,5887
2186,378,2026-01-11,故障維修,2978
1497,255,2026-01-11,定期保養,1787
705,26,2026-01-12,定期保養,1693
244,163,2026-01-12,故障維修,3245
745,100,2026-01-12,性能檢測,422
1874,337,2026-01-12,故障維修,5479
803,237,2026-01-12,故障維修,5982
2468,15,2026-01-12,定期保養,1487
1955,400,2026-01-12,清潔消毒,1079
1550,260,2026-01-13,定期保養,742
129,3,2026-01-13,性能檢測,418
106,108,2026-01-13,定期保養,829
1305,288,2026-01-14,零件更換,7520
917,129,2026-01-14,定期保養,1543
1803,154,2026-01-16,零件更換,6244
2395,359,2026-01-16,故障維修,1832
746,362,2026-01-17,零件更換,2565
1090,99,2026-01-17,定期保養,1268
1861,314,2026-01-18,定期保養,1429
2368,230,2026-01-18,故障維修,2558
77,312,2026-01-18,定期保養,1651
2453,230,2026-01-18,性能檢測,1417
1559,336,2026-01-18,性能檢測,1278
737,172,2026-01-19,定期保養,546
648,276,2026-01-20,定期保養,1742
2116,64,2026-01-20,故障維修,3847
892,343,2026-01-20,零件更換,2386
2365,237,2026-01-20,定期保養,631
277,321,2026-01-21,清潔消毒,1118
2077,103,2026-01-21,清潔消毒,1050
768,352,2026-01-21,性能檢測,699
2467,172,2026-01-22,定期保養,1122
1667,91,2026-01-22,清潔消毒,713
322,289,2026-01-22,定期保養,756
138,286,2026-01-22,零件更換,6594
908,149,2026-01-22,定期保養,967
1413,118,2026-01-22,定期保養,1140
862,194,2026-01-23,零件更換,4503
1463,44,2026-01-24,故障維修,3163
1152,335,2026-01-24,定期保養,1488
2124,181,2026-01-25,故障維修,3536
1011,95,2026-01-25,清潔消毒,1119
1889,295,2026-01-25,定期保養,1471
873,264,2026-01-25,性能檢測,599
1678,175,2026-01-25,清潔消毒,816
1613,223,2026-01-25,零件更換,5958
826,371,2026-01-26,零件更換,6428
178,170,2026-01-26,性能檢測,1381
67,60,2026-01-27,定期保養,644
603,74,2026-01-28,定期保養,932
1883,262,2026-01-28,故障維修,4227
449,165,2026-01-28,定期保養,1733
496,154,2026-01-29,故障維修,1770
1417,15,2026-01-29,性能檢測,867
2398,10,2026-01-29,清潔消毒,700
2275,384,2026-01-29,故障維修,1906
1048,10,2026-01-30,清潔消毒,1020
2304,128,2026-01-30,定期保養,1098
1120,55,2026-01-30,零件更換,5235
1917,357,2026-01-31,定期保養,1432
2335,48,2026-02-01,零件更換,7247
99,10,2026-02-01,故障維修,4667
1108,306,2026-02-02,定期保養,829
1259,26,2026-02-02,故障維修,4392
134,148,2026-02-02,定期保養,1759
529,24,2026-02-03,定期保養,864
1447,282,2026-02-04,故障維修,5962
89,358,2026-02-04,定期保養,1472
402,363,2026-02-04,故障維修,5912
94,232,2026-02-05,性能檢測,855
985,296,2026-02-05,定期保養,942
799,283,2026-02-05,定期保養,887
485,239,2026-02-05,定期保養,1211
55,245,2026-02-05,故障維修,3449
939,50,2026-02-05,故障維修,4681
224,162,2026-02-06,故障維修,3225
1485,142,2026-02-06,定期保養,626
1046,253,2026-02-06,性能檢測,997
1273,316,2026-02-07,定期保養,530
1801,387,2026-02-07,故障維修,2218
1944,287,2026-02-07,零件更換,6463
1281,255,2026-02-09,零件更換,7226
987,280,2026-02-10,定期保養,1349
2474,293,2026-02-10,性能檢測,859
2228,245,2026-02-10,定期保養,1800
243,368,2026-02-11,故障維修,5353
696,251,2026-02-11,零件更換,7768
1004,296,2026-02-11,故障維修,4996
2012,26,2026-02-11,故障維修,3785
1590,291,2026-02-11,故障維修,5014
1947,188,2026-02-11,清潔消毒,883
724,298,2026-02-12,定期保養,741
2029,113,2026-02-12,故障維修,3922
10,287,2026-02-12,零件更換,4170
461,49,2026-02-13,故障維修,1648
1386,142,2026-02-13,零件更換,3884
1196,350,2026-02-13,零件更換,7137
1,165,2026-02-15,性能檢測,991
570,152,2026-02-17,定期保養,569
1127,36,2026-02-18,定期保養,1281
386,323,2026-02-18,零件更換,6390
865,174,2026-02-19,零件更換,5012
1302,377,2026-02-19,故障維修,5596
1631,305,2026-02-19,零件更換,2819
2132,6,2026-02-20,故障維修,1523
1659,173,2026-02-20,定期保養,902
2002,107,2026-02-20,清潔消毒,1154
127,328,2026-02-21,定期保養,1733
373,40,2026-02-22,零件更換,6838
2261,313,2026-02-24,定期保養,1256
969,234,2026-02-25,清潔消毒,795
1782,363,2026-02-25,定期保養,1223
2220,47,2026-02-25,清潔消毒,520
180,59,2026-02-26,定期保養,641
2137,32,2026-02-27,故障維修,4898
283,165,2026-02-27,定期保養,1152
1319,33,2026-02-28,零件更換,5037
356,263,2026-03-01,清潔消毒,1080
2238,79,2026-03-02,故障維修,1592
2239,32,2026-03-02,性能檢測,1016
1444,189,2026-03-02,零件更換,7065
117,323,2026-03-02,故障維修,1949
1109,283,2026-03-03,性能檢測,1288
858,202,2026-03-04,定期保養,808
845,63,2026-03-04,定期保養,1236
1336,265,2026-03-05,故障維修,2245
2418,15,2026-03-05,定期保養,1211
372,7,2026-03-06,清潔消毒,730
1728,400,2026-03-06,故障維修,3907
1762,338,2026-03-07,清潔消毒,1027
1039,26,2026-03-07,定期保養,736
1032,244,2026-03-08,定期保養,725
1422,211,2026-03-09,零件更換,7710
794,251,2026-03-09,零件更換,4332
416,192,2026-03-09,清潔消毒,329
1681,151,2026-03-09,清潔消毒,479
1629,41,2026-03-09,性能檢測,653
476,398,2026-03-10,零件更換,6803
523,391,2026-03-10,性能檢測,1470
1653,114,2026-03-10,定期保養,777
458,201,2026-03-11,定期保養,1599
2352,368,2026-03-13,定期保養,597
75,287,2026-03-13,故障維修,4675
1940,32,2026-03-15,故障維修,4011
2316,56,2026-03-15,性能檢測,459
198,360,2026-03-16,定期保養,562
140,392,2026-03-17,故障維修,3385
276,210,2026-03-17,定期保養,512
1018,235,2026-03-18,定期保養,844
1961,50,2026-03-18,定期保養,656
1967,78,2026-03-18,定期保養,1547
2144,137,2026-03-19,故障維修,4995
156,105,2026-03-19,定期保養,712
1335,392,2026-03-19,定期保養,1091
438,330,2026-03-19,定期保養,981
1355,205,2026-03-19,零件更換,4040
2487,205,2026-03-19,定期保養,1577
1855,371,2026-03-19,故障維修,1829
573,173,2026-03-20,零件更換,4245
894,173,2026-03-20,零件更換,7873
663,249,2026-03-20,零件更換,6051
792,239,2026-03-21,定期保養,1012
2195,46,2026-03-21,故障維修,2154
1376,350,2026-03-22,定期保養,880
1755,392,2026-03-22,故障維修,4439
1995,303,2026-03-23,故障維修,3970
225,115,2026-03-23,清潔消毒,863
1811,270,2026-03-24,性能檢測,1199
187,327,2026-03-24,故障維修,4200
1901,230,2026-03-25,性能檢測,1052
875,10,2026-03-25,定期保養,1416
1481,328,2026-03-25,零件更換,3912
774,173,2026-03-25,故障維修,3360
1749,307,2026-03-25,定期保養,1131
1966,240,2026-03-25,清潔消毒,1003
1014,15,2026-03-25,故障維修,2156
2299,45,2026-03-26,定期保養,1195
1198,391,2026-03-26,定期保養,1127
726,337,2026-03-26,故障維修,5372
1716,399,2026-03-27,零件更換,5130
2296,4,2026-03-27,定期保養,898
2433,395,2026-03-27,定期保養,863
258,283,2026-03-27,性能檢測,510
172,6,2026-03-27,零件更換,5148
2388,247,2026-03-27,零件更換,7662
467,124,2026-03-27,性能檢測,775
650,208,2026-03-28,清潔消毒,1113
534,230,2026-03-28,零件更換,7980
1110,65,2026-03-28,性能檢測,1390
488,123,2026-03-28,定期保養,1100
699,65,2026-03-29,故障維修,2411
123,138,2026-03-29,故障維修,3349
1551,385,2026-03-30,定期保養,1744
2375,274,2026-03-30,零件更換,7660
2462,354,2026-03-30,定期保養,1594
2300,148,2026-03-31,故障維修,1829
2307,36,2026-03-31,故障維修,3293
433,255,2026-03-31,定期保養,1606
169,16,2026-03-31,故障維修,4373
1620,296,2026-04-01,零件更換,6303
1476,272,2026-04-01,定期保養,1638
947,59,2026-04-01,故障維修,3891
1661,246,2026-04-01,零件更換,6504
1997,387,2026-04-02,故障維修,3790
786,367,2026-04-02,故障維修,3355
1557,251,2026-04-02,故障維修,1581
2127,260,2026-04-03,故障維修,2040
1837,55,2026-04-03,定期保養,658
1926,39,2026-04-04,故障維修,3530
1290,32,2026-04-05,清潔消毒,616
266,298,2026-04-05,性能檢測,521
550,312,2026-04-05,故障維修,4281
629,14,2026-04-05,零件更換,6943
2069,69,2026-04-06,故障維修,4980
846,179,2026-04-06,零件更換,5041
331,155,2026-04-06,零件更換,7302
2062,214,2026-04-07,性能檢測,404
1566,183,2026-04-07,定期保養,561
2188,309,2026-04-07,故障維修,3013
1851,124,2026-04-07,清潔消毒,1013
1231,359,2026-04-07,故障維修,4231
520,63,2026-04-07,定期保養,743
1976,379,2026-04-07,定期保養,665
1462,265,2026-04-09,性能檢測,1235
2039,97,2026-04-09,零件更換,5621
1169,3,2026-04-10,定期保養,902
1638,64,2026-04-10,定期保養,954
820,147,2026-04-11,零件更換,5218
212,281,2026-04-11,故障維修,4770
1637,174,2026-04-11,清潔消毒,967
346,253,2026-04-11,零件更換,6670
74,326,2026-04-11,定期保養,1676
1663,371,2026-04-11,零件更換,5478
341,207,2026-04-12,清潔消毒,672
1126,228,2026-04-12,故障維修,4032
2329,262,2026-04-13,故障維修,1745
423,38,2026-04-13,定期保養,1302
2279,260,2026-04-13,定期保養,514
609,210,2026-04-13,故障維修,4340
114,325,2026-04-13,性能檢測,669
1545,389,2026-04-13,故障維修,4399
580,113,2026-04-13,定期保養,941
2151,147,2026-04-13,定期保養,843
195,148,2026-04-14,故障維修,3160
1241,349,2026-04-14,清潔消毒,1068
1828,391,2026-04-14,定期保養,1459
1400,287,2026-04-14,零件更換,6508
1949,143,2026-04-14,定期保養,917
443,165,2026-04-17,定期保養,881
815,349,2026-04-17,定期保養,1040
621,78,2026-04-17,定期保養,1343
1977,114,2026-04-18,零件更換,7032
651,36,2026-04-19,故障維修,4986
2491,124,2026-04-19,定期保養,1481
2449,24,2026-04-19,定期保養,1183
2477,56,2026-04-19,定期保養,1431
64,156,2026-04-20,定期保養,1207
1295,322,2026-04-20,故障維修,5755
2330,21,2026-04-20,故障維修,3658
836,181,2026-04-20,定期保養,971
965,126,2026-04-21,故障維修,3974
1574,346,2026-04-21,零件更換,3854
196,153,2026-04-22,清潔消毒,567
950,244,2026-04-22,故障維修,3889
1514,7,2026-04-22,定期保養,772
1331,230,2026-04-23,零件更換,7992
1968,160,2026-04-23,定期保養,1447
1610,225,2026-04-23,定期保養,1468
1746,204,2026-04-24,定期保養,1323
545,255,2026-04-25,故障維修,3059
1066,297,2026-04-26,清潔消毒,810
617,25,2026-04-26,故障維修,5412
1037,149,2026-04-26,故障維修,4594
637,223,2026-04-27,性能檢測,1488
1247,56,2026-04-27,故障維修,5430
703,148,2026-04-27,清潔消毒,371
1100,153,2026-04-28,清潔消毒,841
1669,49,2026-04-28,性能檢測,1034
1156,303,2026-04-28,故障維修,4134
1270,127,2026-04-29,定期保養,1242
2332,24,2026-04-30,清潔消毒,577
1347,150,2026-04-30,定期保養,1125
2008,314,2026-05-01,清潔消毒,321
2470,226,2026-05-02,定期保養,1034
657,124,2026-05-03,清潔消毒,1128
1142,152,2026-05-03,故障維修,2123
14,93,2026-05-04,故障維修,2416
1845,381,2026-05-05,性能檢測,1315
1158,355,2026-05-05,定期保養,1706
382,283,2026-05-06,故障維修,2658
2357,363,2026-05-06,清潔消毒,871
587,31,2026-05-07,清潔消毒,859
348,17,2026-05-08,性能檢測,1136
205,249,2026-05-08,定期保養,1349
102,262,2026-05-08,性能檢測,777
1353,188,2026-05-08,定期保養,1417
1775,317,2026-05-09,定期保養,765
5,65,2026-05-09,定期保養,1120
1780,337,2026-05-11,定期保養,1535
2265,249,2026-05-12,定期保養,711
2387,164,2026-05-12,故障維修,5547
1704,210,2026-05-12,故障維修,3679
899,6,2026-05-12,零件更換,7778
1813,115,2026-05-13,定期保養,1521
2089,330,2026-05-13,故障維修,3177
1604,155,2026-05-13,性能檢測,1182
33,26,2026-05-13,性能檢測,749
1767,297,2026-05-14,清潔消毒,846
1979,351,2026-05-14,性能檢測,1248
660,235,2026-05-15,故障維修,4534
2369,149,2026-05-15,故障維修,5038
2440,65,2026-05-15,性能檢測,908
97,219,2026-05-15,定期保養,1635
927,117,2026-05-16,定期保養,806
1645,37,2026-05-16,定期保養,1768
980,244,2026-05-18,定期保養,1556
1239,391,2026-05-18,定期保養,1776
2076,350,2026-05-18,故障維修,5295
1077,169,2026-05-19,定期保養,1504
542,249,2026-05-19,故障維修,4433
1148,269,2026-05-19,故障維修,5272
813,53,2026-05-19,定期保養,1750
2146,330,2026-05-20,定期保養,976
1189,131,2026-05-20,定期保養,1148
269,158,2026-05-20,定期保養,1421
137,218,2026-05-21,清潔消毒,953
292,14,2026-05-21,零件更換,2401
526,201,2026-05-22,清潔消毒,921
267,283,2026-05-22,性能檢測,440
304,262,2026-05-23,零件更換,6784
667,107,2026-05-23,零件更換,6112
2291,251,2026-05-23,定期保養,1553
1552,247,2026-05-23,清潔消毒,772
1805,153,2026-05-24,清潔消毒,420
354,69,2026-05-24,零件更換,3907
1257,87,2026-05-24,定期保養,1464
738,327,2026-05-25,定期保養,1118
1140,242,2026-05-25,零件更換,3339
1823,253,2026-05-25,零件更換,2484
2293,90,2026-05-26,故障維修,3875
1588,176,2026-05-26,定期保養,1496
1870,295,2026-05-26,定期保養,638
1565,330,2026-05-26,定期保養,1007
24,161,2026-05-27,零件更換,2889
543,99,2026-05-27,定期保養,1281
2381,330,2026-05-27,定期保養,525
859,234,2026-05-27,定期保養,1274
2262,247,2026-05-28,零件更換,5921
1816,391,2026-05-28,定期保養,1750
2038,63,2026-05-29,定期保養,1029
2428,387,2026-05-29,零件更換,3626
2429,137,2026-05-29,定期保養,1203
153,61,2026-05-30,性能檢測,1470
1570,194,2026-05-30,定期保養,1260
1541,288,2026-05-30,故障維修,2884
1779,112,2026-05-30,定期保養,1775
1256,184,2026-05-31,定期保養,523
2067,87,2026-05-31,零件更換,7044
342,202,2026-05-31,定期保養,861
843,75,2026-06-01,故障維修,2491
821,323,2026-06-01,零件更換,5757
1082,37,2026-06-01,故障維修,1709
289,125,2026-06-01,定期保養,1500
2292,122,2026-06-02,零件更換,5337
29,242,2026-06-02,性能檢測,1201
978,21,2026-06-03,定期保養,707
2378,318,2026-06-04,定期保養,1034
1343,349,2026-06-06,定期保養,645
1784,262,2026-06-06,定期保養,1635
2032,234,2026-06-06,定期保養,1485
1893,322,2026-06-06,清潔消毒,1086
728,319,2026-06-06,零件更換,5151
1317,220,2026-06-07,故障維修,5384
562,93,2026-06-07,零件更換,2186
2104,283,2026-06-07,故障維修,5353
1683,263,2026-06-07,性能檢測,741
1773,359,2026-06-07,清潔消毒,516
1769,165,2026-06-07,定期保養,1688
1787,262,2026-06-08,故障維修,2069
2169,275,2026-06-08,零件更換,2562
1632,151,2026-06-08,定期保養,1485
282,148,2026-06-08,零件更換,5464
1435,59,2026-06-08,定期保養,765
151,367,2026-06-09,故障維修,5507
2154,331,2026-06-09,性能檢測,658
1652,132,2026-06-09,性能檢測,864
376,139,2026-06-09,零件更換,3076
666,64,2026-06-10,定期保養,882
1133,32,2026-06-10,故障維修,5294
4,245,2026-06-11,定期保養,1234
1699,390,2026-06-12,故障維修,2890
368,365,2026-06-12,故障維修,2575
2469,203,2026-06-12,定期保養,1302
1450,278,2026-06-13,清潔消毒,1169
454,366,2026-06-14,定期保養,1709
1819,257,2026-06-14,故障維修,3946
1388,56,2026-06-14,定期保養,1002
1387,312,2026-06-15,定期保養,1099
1313,227,2026-06-15,故障維修,5521
2464,235,2026-06-16,清潔消毒,819
2360,60,2026-06-16,定期保養,648
1830,128,2026-06-17,定期保養,1315
2488,347,2026-06-19,故障維修,5185
1622,24,2026-06-19,故障維修,2785
636,191,2026-06-19,零件更換,6833
1647,55,2026-06-19,定期保養,1517
2061,26,2026-06-21,故障維修,3414
1433,206,2026-06-21,零件更換,4198
339,203,2026-06-22,定期保養,1079
814,372,2026-06-22,故障維修,4838
1871,328,2026-06-24,故障維修,5208
2226,201,2026-06-25,性能檢測,762
1868,69,2026-06-26,定期保養,1145
721,378,2026-06-26,零件更換,4646
1685,57,2026-06-27,定期保養,942
1790,218,2026-06-27,故障維修,4322
215,288,2026-06-27,定期保養,1245
2156,104,2026-06-27,定期保養,806
145,124,2026-06-28,清潔消毒,352
2108,366,2026-06-28,零件更換,6404
1660,191,2026-06-28,清潔消毒,1121
1456,375,2026-06-28,性能檢測,877
2475,223,2026-06-29,定期保養,1331
1178,44,2026-06-29,零件更換,4847
241,379,2026-06-29,定期保養,1625
1424,63,2026-06-30,定期保養,1172
893,333,2026-06-30,性能檢測,880
1266,29,2026-06-30,定期保養,543
2499,394,2026-07-01,定期保養,1388
2338,163,2026-07-01,故障維修,4166
1580,227,2026-07-01,零件更換,3219
2030,267,2026-07-01,故障維修,5128
796,350,2026-07-02,故障維修,5784
421,318,2026-07-02,零件更換,6793
400,304,2026-07-02,定期保養,946
955,181,2026-07-03,清潔消毒,1081
46,271,2026-07-03,故障維修,1798
1210,400,2026-07-03,定期保養,998
2202,46,2026-07-03,性能檢測,1003
2051,196,2026-07-03,清潔消毒,507
1655,36,2026-07-04,定期保養,518
1096,74,2026-07-04,故障維修,3710
1342,197,2026-07-04,定期保養,1381
2216,133,2026-07-04,清潔消毒,351
1924,155,2026-07-04,定期保養,539
1810,42,2026-07-04,定期保養,1363
1326,148,2026-07-05,故障維修,4224
1734,183,2026-07-05,清潔消毒,307
604,37,2026-07-05,定期保養,555
259,235,2026-07-05,定期保養,1368
23,127,2026-07-06,定期保養,1577
2213,7,2026-07-06,清潔消毒,531
2130,183,2026-07-07,定期保養,576
962,248,2026-07-07,清潔消毒,774
53,379,2026-07-08,故障維修,2877
1360,242,2026-07-09,定期保養,1540
1714,196,2026-07-09,故障維修,2889
1057,310,2026-07-09,零件更換,5242
1103,356,2026-07-11,故障維修,4044
514,348,2026-07-11,定期保養,1049
970,203,2026-07-11,故障維修,5358
2011,12,2026-07-11,零件更換,6274
1453,349,2026-07-11,零件更換,4497
2133,231,2026-07-11,定期保養,1538
1183,260,2026-07-12,故障維修,2712
884,44,2026-07-12,清潔消毒,1045
249,390,2026-07-13,故障維修,5644
257,377,2026-07-13,清潔消毒,570
442,395,2026-07-13,故障維修,1606
1623,232,2026-07-13,定期保養,909
819,23,2026-07-13,清潔消毒,801
1846,104,2026-07-14,零件更換,5428
1180,225,2026-07-14,定期保養,1292
1086,200,2026-07-14,清潔消毒,652
2500,177,2026-07-15,故障維修,5455
1657,230,2026-07-15,清潔消毒,466
732,326,2026-07-15,性能檢測,790
1312,360,2026-07-15,定期保養,1779
1237,347,2026-07-16,定期保養,1609
1576,41,2026-07-16,清潔消毒,618
2024,21,2026-07-16,零件更換,2303
6,65,2026-07-16,故障維修,5437
1328,318,2026-07-17,定期保養,733
2441,230,2026-07-17,定期保養,1688
1130,114,2026-07-18,性能檢測,1086
1971,10,2026-07-18,性能檢測,820
395,149,2026-07-18,定期保養,831
2009,26,2026-07-18,故障維修,3719
767,308,2026-07-20,定期保養,1590
299,257,2026-07-20,定期保養,805
863,219,2026-07-21,定期保養,631
2450,149,2026-07-21,故障維修,2318
1621,199,2026-07-21,故障維修,2744
1847,52,2026-07-22,清潔消毒,603
2166,393,2026-07-22,定期保養,907
625,255,2026-07-22,故障維修,2476
2325,330,2026-07-22,故障維修,2612
481,259,2026-07-22,清潔消毒,388
1383,391,2026-07-22,定期保養,832
1798,29,2026-07-23,故障維修,5681
1288,154,2026-07-23,定期保養,575
717,333,2026-07-24,故障維修,2404
997,370,2026-07-25,零件更換,7664
878,269,2026-07-26,故障維修,2741
1640,373,2026-07-27,定期保養,812
1606,218,2026-07-27,性能檢測,928
999,384,2026-07-27,定期保養,1669
2466,87,2026-07-28,性能檢測,1124
148,210,2026-07-28,清潔消毒,947
752,379,2026-07-28,零件更換,7890
1182,149,2026-07-28,定期保養,991
762,135,2026-07-28,故障維修,3804
1368,367,2026-07-28,定期保養,1329
2203,182,2026-07-29,定期保養,816
1892,174,2026-07-29,定期保養,742
755,59,2026-07-29,故障維修,4754
1482,51,2026-07-30,定期保養,796
1562,102,2026-07-31,故障維修,2261
414,236,2026-07-31,清潔消毒,1053
1395,148,2026-07-31,性能檢測,1046
614,33,2026-07-31,性能檢測,448
2341,303,2026-07-31,故障維修,2917
2319,182,2026-07-31,零件更換,7560
2081,11,2026-08-01,性能檢測,1192
900,35,2026-08-01,零件更換,7013
847,34,2026-08-02,性能檢測,647
1207,278,2026-08-02,零件更換,2528
2294,216,2026-08-03,故障維修,2740
827,151,2026-08-03,定期保養,1497
1535,179,2026-08-03,定期保養,1544
976,114,2026-08-03,清潔消毒,1112
791,65,2026-08-03,定期保養,991
2036,153,2026-08-03,故障維修,1999
1412,47,2026-08-04,性能檢測,1490
56,372,2026-08-04,清潔消毒,500
2333,248,2026-08-04,定期保養,916
1002,226,2026-08-04,零件更換,7350
551,218,2026-08-04,定期保養,590
1730,253,2026-08-05,清潔消毒,930
1932,232,2026-08-05,定期保養,669
262,397,2026-08-05,故障維修,4729
1379,158,2026-08-06,定期保養,1686
1599,35,2026-08-06,故障維修,5914
484,258,2026-08-07,定期保養,1293
876,65,2026-08-07,定期保養,1771
1878,212,2026-08-08,定期保養,591
2000,123,2026-08-08,性能檢測,1468
2183,12,2026-08-08,性能檢測,973
1329,269,2026-08-08,性能檢測,1244
517,165,2026-08-09,清潔消毒,502
2153,288,2026-08-09,故障維修,2972
921,349,2026-08-09,零件更換,2891
1936,324,2026-08-09,清潔消毒,758
1398,108,2026-08-09,定期保養,1619
1822,52,2026-08-10,定期保養,792
1049,349,2026-08-11,性能檢測,1285
2382,343,2026-08-11,定期保養,1789
468,349,2026-08-11,故障維修,5677
2095,125,2026-08-12,零件更換,3079
735,157,2026-08-12,定期保養,1649
1556,93,2026-08-12,定期保養,1398
486,362,2026-08-12,定期保養,1622
2092,390,2026-08-12,故障維修,1581
116,350,2026-08-13,故障維修,4011
1649,316,2026-08-13,定期保養,1449
2107,343,2026-08-13,清潔消毒,777
930,113,2026-08-13,定期保養,1234
979,207,2026-08-13,定期保養,1646
1627,87,2026-08-14,故障維修,3343
1527,124,2026-08-14,故障維修,4222
1603,98,2026-08-14,定期保養,1346
911,241,2026-08-14,零件更換,5044
428,358,2026-08-14,定期保養,1009
1597,120,2026-08-14,故障維修,2293
420,303,2026-08-14,定期保養,1404
1510,309,2026-08-15,定期保養,997
1969,146,2026-08-15,清潔消毒,891
1280,208,2026-08-15,清潔消毒,534
40,188,2026-08-15,故障維修,4877
1209,119,2026-08-16,定期保養,787
1028,338,2026-08-16,定期保養,538
1953,245,2026-08-17,零件更換,2255
2255,354,2026-08-17,故障維修,3025
1942,146,2026-08-17,故障維修,1916
795,7,2026-08-18,定期保養,1100
2337,196,2026-08-18,零件更換,6898
779,292,2026-08-18,零件更換,3283
1993,250,2026-08-19,故障維修,4467
693,211,2026-08-20,定期保養,1179
855,89,2026-08-20,清潔消毒,962
1325,392,2026-08-20,定期保養,1758
1330,208,2026-08-21,清潔消毒,531
1287,36,2026-08-21,故障維修,3518
12,391,2026-08-21,清潔消毒,1098
1634,319,2026-08-21,零件更換,3421
1151,287,2026-08-22,性能檢測,1445
1518,361,2026-08-22,定期保養,775
948,362,2026-08-22,性能檢測,565
1374,207,2026-08-22,零件更換,4594
713,202,2026-08-23,定期保養,1511
2098,260,2026-08-24,定期保養,1155
1895,230,2026-08-24,定期保養,914
272,325,2026-08-24,定期保養,778
1723,132,2026-08-25,零件更換,4910
1348,164,2026-08-25,故障維修,4038
278,265,2026-08-26,故障維修,5121
2400,262,2026-08-26,零件更換,7425
328,251,2026-08-26,清潔消毒,520
1986,32,2026-08-26,清潔消毒,1097
628,302,2026-08-27,性能檢測,816
1651,14,2026-08-27,清潔消毒,341
1546,205,2026-08-28,零件更換,2060
1446,74,2026-08-29,定期保養,1158
1777,280,2026-08-29,定期保養,1274
1666,342,2026-08-29,零件更換,5039
1418,52,2026-08-30,定期保養,1665
1821,89,2026-08-30,故障維修,4864
88,262,2026-08-30,定期保養,1180
1572,70,2026-08-30,零件更換,7688
340,42,2026-08-30,清潔消毒,746
2484,63,2026-08-30,零件更換,6068
2103,67,2026-08-31,定期保養,1002
2460,174,2026-08-31,定期保養,947
929,260,2026-08-31,故障維修,2476
901,90,2026-08-31,性能檢測,602
1654,158,2026-08-31,定期保養,1335
2044,48,2026-09-01,定期保養,1046
323,270,2026-09-01,定期保養,1730
802,64,2026-09-01,定期保養,675
2082,26,2026-09-01,定期保養,733
697,126,2026-09-02,零件更換,2458
2483,382,2026-09-02,定期保養,1695
1872,93,2026-09-03,定期保養,1215
681,327,2026-09-03,零件更換,6217
1419,194,2026-09-03,性能檢測,755
1922,1,2026-09-04,零件更換,6759
28,215,2026-09-04,故障維修,5031
2001,114,2026-09-04,定期保養,870
333,6,2026-09-04,零件更換,5969
1081,317,2026-09-05,清潔消毒,726
850,243,2026-09-05,故障維修,4898
1765,63,2026-09-05,故障維修,4027
1055,400,2026-09-05,定期保養,1256
2125,395,2026-09-05,性能檢測,1398
1709,255,2026-09-06,定期保養,1622
1092,265,2026-09-06,零件更換,7607
2042,232,2026-09-06,定期保養,799
1722,52,2026-09-06,故障維修,1553
1561,154,2026-09-06,清潔消毒,311
763,108,2026-09-07,零件更換,4580
1099,316,2026-09-08,故障維修,5432
142,110,2026-09-08,定期保養,1662
586,104,2026-09-09,故障維修,4485
2218,123,2026-09-09,定期保養,1418
1711,64,2026-09-09,零件更換,7153
1274,15,2026-09-10,零件更換,3892
1448,335,2026-09-10,清潔消毒,849
886,75,2026-09-10,故障維修,4190
1249,372,2026-09-10,零件更換,2069
1684,330,2026-09-11,定期保養,632
1950,186,2026-09-11,故障維修,2921
2191,114,2026-09-11,定期保養,1032
1693,174,2026-09-11,定期保養,1145
1972,333,2026-09-11,清潔消毒,512
385,297,2026-09-12,性能檢測,652
2058,179,2026-09-12,定期保養,983
1179,307,2026-09-12,定期保養,933
2106,138,2026-09-12,故障維修,3792
882,273,2026-09-12,故障維修,5607
1042,318,2026-09-12,性能檢測,872
329,181,2026-09-13,零件更換,5223
1992,67,2026-09-13,定期保養,1109
1985,57,2026-09-13,故障維修,5903
448,304,2026-09-13,零件更換,3561
110,32,2026-09-14,定期保養,881
2308,254,2026-09-14,故障維修,4718
